filter,aggregator,site,n_bin,n_patients,n_msih,auroc,auprc,brier,mean_pred_mss,mean_pred_msih
virchow2_mean:hdbscan_noise,mean,__overall__,4-6,15,2,0.7692307692307692,0.3333333333333333,0.1641430150255725,0.36826970078624205,0.491461425088346
virchow2_mean:hdbscan_noise,mean,__overall__,7+,18,2,0.25,0.1111111111111111,0.26039096422283,0.474917857998741,0.3625883736154612
virchow2_mean:hdbscan_noise,mean,OAUTHC,1,30,9,0.4814814814814815,0.3003127682049251,0.2594614313100723,0.39217220353228704,0.3682508303059472
virchow2_mean:hdbscan_noise,mean,OAUTHC,2-3,21,4,0.5147058823529411,0.40773809523809523,0.236545271511873,0.4139727136375857,0.4718601703643799
virchow2_mean:hdbscan_noise,mean,OAUTHC,4-6,9,2,0.5714285714285714,0.3333333333333333,0.1981067705319195,0.397305998667365,0.491461425088346
virchow2_mean:hdbscan_noise,mean,OAUTHC,7+,18,2,0.25,0.1111111111111111,0.26039096422283,0.474917857998741,0.3625883736154612
virchow2_mean:hdbscan_noise,max,__overall__,all,214,47,0.6488724678302968,0.35626807169652686,0.24007173090858536,0.44087586556366104,0.5511724400393506
virchow2_mean:hdbscan_noise,max,LASUTH,all,13,3,0.8999999999999999,0.8333333333333333,0.13297920131839355,0.29098384007811545,0.5304544270038605
virchow2_mean:hdbscan_noise,max,LUTH,all,19,3,0.8333333333333333,0.7575757575757576,0.1552914514330777,0.3086881744675338,0.7065624743700027
virchow2_mean:hdbscan_noise,max,OAUTHC,all,78,17,0.4271938283510125,0.2212317130016813,0.3386931534087589,0.5382090935208759,0.48836804137510414
virchow2_mean:hdbscan_noise,max,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22235528783064407,0.30665898447235423,0.5115879476070404
virchow2_mean:hdbscan_noise,max,retrospective_msk,all,94,20,0.8243243243243242,0.6535859562191324,0.19206876995617062,0.42036096953056956,0.5922722741961479
virchow2_mean:hdbscan_noise,max,__overall__,1,73,17,0.6386554621848739,0.3891689747301643,0.20628899586077976,0.3497581257085715,0.46557167786009174
virchow2_mean:hdbscan_noise,max,__overall__,2-3,108,26,0.7448405253283301,0.5368405788286148,0.207534774391341,0.428850883845149,0.5816616885937177
virchow2_mean:hdbscan_noise,max,__overall__,4-6,15,2,1.0,1.0,0.21776673367254915,0.481468351987692,0.7550570070743561
virchow2_mean:hdbscan_noise,max,__overall__,7+,18,2,0.375,0.14215686274509803,0.5908887265137378,0.7884345911443233,0.6785341203212738
virchow2_mean:hdbscan_noise,max,OAUTHC,1,30,9,0.4814814814814815,0.3003127682049251,0.2594614313100723,0.39217220353228704,0.3682508303059472
virchow2_mean:hdbscan_noise,max,OAUTHC,2-3,21,4,0.5294117647058824,0.4119047619047619,0.27293083762632697,0.47986165039679585,0.5302042439579964
virchow2_mean:hdbscan_noise,max,OAUTHC,4-6,9,2,1.0,1.0,0.2518531510200974,0.5460767022200993,0.7550570070743561
virchow2_mean:hdbscan_noise,max,OAUTHC,7+,18,2,0.375,0.14215686274509803,0.5908887265137378,0.7884345911443233,0.6785341203212738
virchow2_mean:msk_dist_p95,mean,__overall__,all,209,46,0.6583088823686317,0.4097871331349911,0.2042267887530406,0.3849308817533968,0.49929019707672234
virchow2_mean:msk_dist_p95,mean,LASUTH,all,9,3,0.888888888888889,0.8666666666666667,0.1545430734035861,0.305656517131461,0.5304544270038605
virchow2_mean:msk_dist_p95,mean,LUTH,all,17,3,0.8809523809523809,0.7916666666666666,0.1507345659948922,0.28457165961819036,0.7065624743700027
virchow2_mean:msk_dist_p95,mean,OAUTHC,all,79,16,0.4632936507936508,0.25149570710467317,0.24824790190429502,0.4240359242253767,0.41077244650801764
virchow2_mean:msk_dist_p95,mean,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22925982008400023,0.30665898447235423,0.5010324632748961
virchow2_mean:msk_dist_p95,mean,retrospective_msk,all,94,20,0.7831081081081082,0.6208111336063027,0.17899830974000772,0.38339965209901866,0.5339904682089884
virchow2_mean:msk_dist_p95,mean,__overall__,1,70,17,0.6570477247502775,0.4503777914460115,0.20923385294368962,0.3530003919072871,0.49510720109238343
virchow2_mean:msk_dist_p95,mean,__overall__,2-3,107,26,0.714624881291548,0.5176128503909494,0.1939995840938378,0.3868383261309975,0.5156502803453268
virchow2_mean:msk_dist_p95,mean,__overall__,4-6,14,1,0.6153846153846154,0.16666666666666666,0.1773413648644942,0.387222209171607,0.4373175408691167
virchow2_mean:msk_dist_p95,mean,__overall__,7+,18,2,0.25,0.10882352941176471,0.2664608076213136,0.47918248867973595,0.3531509085555471
virchow2_mean:msk_dist_p95,mean,OAUTHC,1,29,8,0.47023809523809523,0.27756966558627305,0.2660491677294472,0.3987067061520758,0.362595297396183
virchow2_mean:msk_dist_p95,mean,OAUTHC,2-3,22,5,0.6235294117647059,0.4696428571428572,0.2275871086281045,0.40511472581648356,0.5055954813957214
virchow2_mean:msk_dist_p95,mean,OAUTHC,4-6,10,1,0.4444444444444444,0.16666666666666666,0.20929474592833947,0.42083913769434994,0.4373175408691167
virchow2_mean:msk_dist_p95,mean,OAUTHC,7+,18,2,0.25,0.10882352941176471,0.2664608076213136,0.47918248867973595,0.3531509085555471
virchow2_mean:msk_dist_p95,max,__overall__,all,209,46,0.6400373432915445,0.3492243210946763,0.24698628878135012,0.4489180094625321,0.5541654258318569
virchow2_mean:msk_dist_p95,max,LASUTH,all,9,3,0.8333333333333333,0.8333333333333333,0.16308534584675802,0.3213125132024288,0.5304544270038605
virchow2_mean:msk_dist_p95,max,LUTH,all,17,3,0.8809523809523809,0.7916666666666666,0.1530466387104651,0.29051167890429497,0.7065624743700027
virchow2_mean:msk_dist_p95,max,OAUTHC,all,79,16,0.43353174603174605,0.21157269081032337,0.345222229498949,0.5433639889908215,0.49304760061204433
virchow2_mean:msk_dist_p95,max,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22235528783064407,0.30665898447235423,0.5115879476070404
virchow2_mean:msk_dist_p95,max,retrospective_msk,all,94,20,0.8243243243243242,0.6535859562191324,0.19206876995617062,0.42036096953056956,0.5922722741961479
virchow2_mean:msk_dist_p95,max,__overall__,1,70,17,0.6570477247502775,0.4503777914460115,0.20923385294368962,0.3530003919072871,0.49510720109238343
virchow2_mean:msk_dist_p95,max,__overall__,2-3,107,26,0.737891737891738,0.5058614011567723,0.21100030969004388,0.43301713604618003,0.5736404416652826
virchow2_mean:msk_dist_p95,max,__overall__,4-6,14,1,1.0,1.0,0.268623888225852,0.5211748687120584,0.8030674457550049
virchow2_mean:msk_dist_p95,max,__overall__,7+,18,2,0.375,0.14215686274509803,0.5908887265137378,0.7884345911443233,0.6785341203212738
virchow2_mean:msk_dist_p95,max,OAUTHC,1,29,8,0.47023809523809523,0.27756966558627305,0.2660491677294472,0.3987067061520758,0.362595297396183
virchow2_mean:msk_dist_p95,max,OAUTHC,2-3,22,5,0.6352941176470588,0.47380952380952385,0.2638392242214516,0.4744082899654613,0.5655727088451385
virchow2_mean:msk_dist_p95,max,OAUTHC,4-6,10,1,1.0,1.0,0.31166702561437853,0.5754662321673499,0.8030674457550049
virchow2_mean:msk_dist_p95,max,OAUTHC,7+,18,2,0.375,0.14215686274509803,0.5908887265137378,0.7884345911443233,0.6785341203212738
virchow2_mean:msk_dist_p99,mean,__overall__,all,216,47,0.6598262621175879,0.40347860185817025,0.20207923373015546,0.3819720331933294,0.49570203303524846
virchow2_mean:msk_dist_p99,mean,LASUTH,all,12,3,0.9259259259259259,0.8666666666666667,0.1309904654469515,0.2814582335176291,0.5304544270038605
virchow2_mean:msk_dist_p99,mean,LUTH,all,19,3,0.8541666666666666,0.7666666666666666,0.14852126210860594,0.29366620373912156,0.7065624743700027
virchow2_mean:msk_dist_p99,mean,OAUTHC,all,81,17,0.45128676470588236,0.2418392889417708,0.24858223862070236,0.42359315759416494,0.4062449231736581
virchow2_mean:msk_dist_p99,mean,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22925982008400023,0.30665898447235423,0.5010324632748961
virchow2_mean:msk_dist_p99,mean,retrospective_msk,all,94,20,0.7831081081081082,0.6208111336063027,0.1790166530975506,0.38339965209901866,0.5338325650741657
virchow2_mean:msk_dist_p99,mean,__overall__,1,75,18,0.6598440545808967,0.4429059779957927,0.20575593822328753,0.3508644628158787,0.4905731951196988
virchow2_mean:msk_dist_p99,mean,__overall__,2-3,108,25,0.7069879518072288,0.4963462949322151,0.19300782344180611,0.3845963699062426,0.510528500030438
virchow2_mean:msk_dist_p99,mean,__overall__,4-6,15,2,0.6923076923076923,0.26785714285714285,0.17928594539089307,0.38722537016639347,0.491461425088346
virchow2_mean:msk_dist_p99,mean,__overall__,7+,18,2,0.25,0.1111111111111111,0.26018250035492,0.4749106696741462,0.36077134478222606
virchow2_mean:msk_dist_p99,mean,OAUTHC,1,30,9,0.4814814814814815,0.3003127682049251,0.2686471289801313,0.3987067061520758,0.3682508303059472
virchow2_mean:msk_dist_p99,mean,OAUTHC,2-3,22,4,0.5416666666666667,0.40773809523809523,0.23150022365638712,0.40838651165918066,0.4718601703643799
virchow2_mean:msk_dist_p99,mean,OAUTHC,4-6,11,2,0.5555555555555556,0.26785714285714285,0.20904159382217014,0.4208437035757082,0.491461425088346
virchow2_mean:msk_dist_p99,mean,OAUTHC,7+,18,2,0.25,0.1111111111111111,0.26018250035492,0.4749106696741462,0.36077134478222606
virchow2_mean:msk_dist_p99,max,__overall__,all,216,47,0.6430819589575728,0.34734269276641866,0.2438013760439104,0.4444298235446038,0.5511724400393506
virchow2_mean:msk_dist_p99,max,LASUTH,all,12,3,0.888888888888889,0.8333333333333333,0.13739716977933045,0.2918955642316077,0.5304544270038605
virchow2_mean:msk_dist_p99,max,LUTH,all,19,3,0.8541666666666666,0.7666666666666666,0.15212055089846943,0.3016272005625069,0.7065624743700027
virchow2_mean:msk_dist_p99,max,OAUTHC,all,81,17,0.4264705882352941,0.21345610143890303,0.3437533761342627,0.5423262381227687,0.48836804137510414
virchow2_mean:msk_dist_p99,max,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22235528783064407,0.30665898447235423,0.5115879476070404
virchow2_mean:msk_dist_p99,max,retrospective_msk,all,94,20,0.8243243243243242,0.6535859562191324,0.19206876995617062,0.42036096953056956,0.5922722741961479
virchow2_mean:msk_dist_p99,max,__overall__,1,75,18,0.6598440545808967,0.4429059779957927,0.20575593822328753,0.3508644628158787,0.4905731951196988
virchow2_mean:msk_dist_p99,max,__overall__,2-3,108,25,0.7325301204819277,0.48470401779202393,0.21061896882628675,0.43035107285502444,0.5683041965961456
virchow2_mean:msk_dist_p99,max,__overall__,4-6,15,2,0.9615384615384616,0.8333333333333333,0.25643707655012205,0.5211748687120584,0.7550570070743561
virchow2_mean:msk_dist_p99,max,__overall__,7+,18,2,0.375,0.14215686274509803,0.5908887265137378,0.7884345911443233,0.6785341203212738
virchow2_mean:msk_dist_p99,max,OAUTHC,1,30,9,0.4814814814814815,0.3003127682049251,0.2686471289801313,0.3987067061520758,0.3682508303059472
virchow2_mean:msk_dist_p99,max,OAUTHC,2-3,22,4,0.5555555555555556,0.4119047619047619,0.27027820686319864,0.474549381269349,0.5302042439579964
virchow2_mean:msk_dist_p99,max,OAUTHC,4-6,11,2,0.9444444444444444,0.8333333333333333,0.2911356335666989,0.5754662321673499,0.7550570070743561
virchow2_mean:msk_dist_p99,max,OAUTHC,7+,18,2,0.375,0.14215686274509803,0.5908887265137378,0.7884345911443233,0.6785341203212738
virchow2_prism:hdbscan_noise,mean,__overall__,all,217,47,0.6591989987484356,0.3856986721199081,0.2022364717041107,0.3815520073125729,0.4890903903499061
virchow2_prism:hdbscan_noise,mean,LASUTH,all,13,3,0.9333333333333333,0.8666666666666667,0.1270653203961976,0.28159024243553477,0.5304544270038605
virchow2_prism:hdbscan_noise,mean,LUTH,all,19,3,0.8125,0.6,0.1568143709760344,0.29564357665367424,0.6029800722996393
virchow2_prism:hdbscan_noise,mean,OAUTHC,all,81,17,0.45128676470588236,0.2418392889417708,0.24856578461835852,0.42353302234627693,0.4062449231736581
virchow2_prism:hdbscan_noise,mean,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22925982008400023,0.30665898447235423,0.5010324632748961
virchow2_prism:hdbscan_noise,mean,retrospective_msk,all,94,20,0.7831081081081082,0.6208111336063027,0.1790166530975506,0.38339965209901866,0.5338325650741657
virchow2_prism:hdbscan_noise,mean,__overall__,1,73,17,0.6386554621848739,0.3891689747301643,0.21006394010874918,0.3522085641909923,0.46557167786009174
virchow2_prism:hdbscan_noise,mean,__overall__,2-3,109,26,0.7177942539388322,0.5119562565032976,0.19165185942215082,0.3825479775637268,0.5141563185801108
virchow2_prism:hdbscan_noise,mean,__overall__,4-6,17,2,0.7333333333333334,0.26785714285714285,0.1752142248611873,0.38626383011539783,0.491461425088346
virchow2_prism:hdbscan_noise,mean,__overall__,7+,18,2,0.25,0.1111111111111111,0.26010845734437277,0.4746701286825942,0.36077134478222606
virchow2_prism:hdbscan_noise,mean,OAUTHC,1,30,9,0.4814814814814815,0.3003127682049251,0.2686471289801313,0.3987067061520758,0.3682508303059472
virchow2_prism:hdbscan_noise,mean,OAUTHC,2-3,22,4,0.5416666666666667,0.40773809523809523,0.23150022365638712,0.40838651165918066,0.4718601703643799
virchow2_prism:hdbscan_noise,mean,OAUTHC,4-6,11,2,0.5555555555555556,0.26785714285714285,0.20904159382217014,0.4208437035757082,0.491461425088346
virchow2_prism:hdbscan_noise,mean,OAUTHC,7+,18,2,0.25,0.1111111111111111,0.26010845734437277,0.4746701286825942,0.36077134478222606
virchow2_prism:hdbscan_noise,max,__overall__,all,217,47,0.6444305381727158,0.34717710620553865,0.2433239996102735,0.4441434946130304,0.5511724400393506
virchow2_prism:hdbscan_noise,max,LASUTH,all,13,3,0.8999999999999999,0.8333333333333333,0.13297920131839355,0.29098384007811545,0.5304544270038605
virchow2_prism:hdbscan_noise,max,LUTH,all,19,3,0.8333333333333333,0.7575757575757576,0.1552914514330777,0.3086881744675338,0.7065624743700027
virchow2_prism:hdbscan_noise,max,OAUTHC,all,81,17,0.4264705882352941,0.21345610143890303,0.3437533761342627,0.5423262381227687,0.48836804137510414
virchow2_prism:hdbscan_noise,max,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22235528783064407,0.30665898447235423,0.5115879476070404
virchow2_prism:hdbscan_noise,max,retrospective_msk,all,94,20,0.8243243243243242,0.6535859562191324,0.19206876995617062,0.42036096953056956,0.5922722741961479
virchow2_prism:hdbscan_noise,max,__overall__,1,73,17,0.6386554621848739,0.3891689747301643,0.21006394010874918,0.3522085641909923,0.46557167786009174
virchow2_prism:hdbscan_noise,max,__overall__,2-3,109,26,0.7442075996292863,0.528073039293118,0.20759934490919574,0.4283134130289756,0.5816616885937177
virchow2_prism:hdbscan_noise,max,__overall__,4-6,17,2,0.9666666666666667,0.8333333333333333,0.24719497736123816,0.5077165166536967,0.7550570070743561
virchow2_prism:hdbscan_noise,max,__overall__,7+,18,2,0.375,0.14215686274509803,0.5908887265137378,0.7884345911443233,0.6785341203212738
virchow2_prism:hdbscan_noise,max,OAUTHC,1,30,9,0.4814814814814815,0.3003127682049251,0.2686471289801313,0.3987067061520758,0.3682508303059472
virchow2_prism:hdbscan_noise,max,OAUTHC,2-3,22,4,0.5555555555555556,0.4119047619047619,0.27027820686319864,0.474549381269349,0.5302042439579964
virchow2_prism:hdbscan_noise,max,OAUTHC,4-6,11,2,0.9444444444444444,0.8333333333333333,0.2911356335666989,0.5754662321673499,0.7550570070743561
virchow2_prism:hdbscan_noise,max,OAUTHC,7+,18,2,0.375,0.14215686274509803,0.5908887265137378,0.7884345911443233,0.6785341203212738
virchow2_prism:msk_dist_p95,mean,__overall__,all,212,47,0.6528691166989038,0.4049766712649684,0.20438537925779443,0.3826741788215928,0.49330432599925883
virchow2_prism:msk_dist_p95,mean,LASUTH,all,10,3,0.9047619047619048,0.8666666666666667,0.14077065322514634,0.2805180993108522,0.5304544270038605
virchow2_prism:msk_dist_p95,mean,LUTH,all,18,3,0.8666666666666667,0.7777777777777777,0.15079106723923544,0.29093511030077934,0.7065624743700027
virchow2_prism:msk_dist_p95,mean,OAUTHC,all,80,17,0.45751633986928103,0.24539011724110904,0.24854364695015282,0.4222548887891055,0.40568763742187597
virchow2_prism:msk_dist_p95,mean,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22925982008400023,0.30665898447235423,0.5010324632748961
virchow2_prism:msk_dist_p95,mean,retrospective_msk,all,94,20,0.7756756756756757,0.6194088835521554,0.18118792237492004,0.38339965209901866,0.5286716464286049
virchow2_prism:msk_dist_p95,mean,__overall__,1,72,18,0.6522633744855967,0.44688855627849366,0.21022087624388408,0.3530924371271222,0.4905731951196988
virchow2_prism:msk_dist_p95,mean,__overall__,2-3,109,26,0.7089898053753475,0.5030289034091496,0.19409473339358102,0.3827138696778491,0.5075432915145006
virchow2_prism:msk_dist_p95,mean,__overall__,4-6,14,1,0.5384615384615384,0.14285714285714285,0.1829148924395918,0.4010279984619374,0.4373175408691167
virchow2_prism:msk_dist_p95,mean,__overall__,7+,17,2,0.26666666666666666,0.11805555555555555,0.263333110531656,0.473042182495437,0.36077134478222606
virchow2_prism:msk_dist_p95,mean,OAUTHC,1,30,9,0.4814814814814815,0.3003127682049251,0.2686471289801313,0.3987067061520758,0.3682508303059472
virchow2_prism:msk_dist_p95,mean,OAUTHC,2-3,23,5,0.6222222222222222,0.4363095238095238,0.22506252879284236,0.39814205150361415,0.4847144265969594
virchow2_prism:msk_dist_p95,mean,OAUTHC,4-6,10,1,0.33333333333333337,0.14285714285714285,0.21709768453347608,0.4407808333359383,0.4373175408691167
virchow2_prism:msk_dist_p95,mean,OAUTHC,7+,17,2,0.26666666666666666,0.11805555555555555,0.263333110531656,0.473042182495437,0.36077134478222606
virchow2_prism:msk_dist_p95,max,__overall__,all,212,47,0.6313346228239844,0.3515675312967194,0.2451931636359258,0.44329569348783204,0.5425661933865953
virchow2_prism:msk_dist_p95,max,LASUTH,all,10,3,0.8571428571428571,0.8333333333333333,0.14845869842400106,0.2939375245145389,0.5304544270038605
virchow2_prism:msk_dist_p95,max,LUTH,all,18,3,0.8666666666666667,0.7777777777777777,0.15325984683310914,0.2975499893228213,0.7065624743700027
virchow2_prism:msk_dist_p95,max,OAUTHC,all,80,17,0.4332399626517274,0.2180643378902969,0.3364320692598615,0.534544623205586,0.48836804137510414
virchow2_prism:msk_dist_p95,max,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22235528783064407,0.30665898447235423,0.5115879476070404
virchow2_prism:msk_dist_p95,max,retrospective_msk,all,94,20,0.7871621621621622,0.6389192396087844,0.1978677451540951,0.42036096953056956,0.5720475945621729
virchow2_prism:msk_dist_p95,max,__overall__,1,72,18,0.6522633744855967,0.44688855627849366,0.21022087624388408,0.3530924371271222,0.4905731951196988
virchow2_prism:msk_dist_p95,max,__overall__,2-3,109,26,0.716867469879518,0.4961107639563883,0.21330596244825706,0.4287145458251597,0.5580829957929941
virchow2_prism:msk_dist_p95,max,__overall__,4-6,14,1,1.0,1.0,0.26118919952263664,0.5181873807540307,0.8030674457550049
virchow2_prism:msk_dist_p95,max,__overall__,7+,17,2,0.3666666666666667,0.14583333333333331,0.5845911118282171,0.7838036378224691,0.6785341203212738
virchow2_prism:msk_dist_p95,max,OAUTHC,1,30,9,0.4814814814814815,0.3003127682049251,0.2686471289801313,0.3987067061520758,0.3682508303059472
virchow2_prism:msk_dist_p95,max,OAUTHC,2-3,23,5,0.6333333333333333,0.4658333333333334,0.2567181806959357,0.46700317329830593,0.5655727088451385
virchow2_prism:msk_dist_p95,max,OAUTHC,4-6,10,1,1.0,1.0,0.30125846142987706,0.571150971783532,0.8030674457550049
virchow2_prism:msk_dist_p95,max,OAUTHC,7+,17,2,0.3666666666666667,0.14583333333333331,0.5845911118282171,0.7838036378224691,0.6785341203212738
virchow2_prism:msk_dist_p99,mean,__overall__,all,214,47,0.6570263727863422,0.40366772702269127,0.20332673274587437,0.3833176859930691,0.49570203303524846
virchow2_prism:msk_dist_p99,mean,LASUTH,all,10,3,0.9047619047619048,0.8666666666666667,0.14077065322514634,0.2805180993108522,0.5304544270038605
virchow2_prism:msk_dist_p99,mean,LUTH,all,19,3,0.8541666666666666,0.7666666666666666,0.1500116910141501,0.2957990795839578,0.7065624743700027
virchow2_prism:msk_dist_p99,mean,OAUTHC,all,81,17,0.45128676470588236,0.2418392889417708,0.24856578461835852,0.42353302234627693,0.4062449231736581
virchow2_prism:msk_dist_p99,mean,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22925982008400023,0.30665898447235423,0.5010324632748961
virchow2_prism:msk_dist_p99,mean,retrospective_msk,all,94,20,0.7831081081081082,0.6208111336063027,0.1790166530975506,0.38339965209901866,0.5338325650741657
virchow2_prism:msk_dist_p99,mean,__overall__,1,72,18,0.6522633744855967,0.44688855627849366,0.21022087624388408,0.3530924371271222,0.4905731951196988
virchow2_prism:msk_dist_p99,mean,__overall__,2-3,109,25,0.7076190476190476,0.4956146169156646,0.1927043697705996,0.38474297720111084,0.510528500030438
virchow2_prism:msk_dist_p99,mean,__overall__,4-6,15,2,0.6923076923076923,0.26785714285714285,0.17928594539089307,0.38722537016639347,0.491461425088346
virchow2_prism:msk_dist_p99,mean,__overall__,7+,18,2,0.25,0.1111111111111111,0.26010845734437277,0.4746701286825942,0.36077134478222606
virchow2_prism:msk_dist_p99,mean,OAUTHC,1,30,9,0.4814814814814815,0.3003127682049251,0.2686471289801313,0.3987067061520758,0.3682508303059472
virchow2_prism:msk_dist_p99,mean,OAUTHC,2-3,22,4,0.5416666666666667,0.40773809523809523,0.23150022365638712,0.40838651165918066,0.4718601703643799
virchow2_prism:msk_dist_p99,mean,OAUTHC,4-6,11,2,0.5555555555555556,0.26785714285714285,0.20904159382217014,0.4208437035757082,0.491461425088346
virchow2_prism:msk_dist_p99,mean,OAUTHC,7+,18,2,0.25,0.1111111111111111,0.26010845734437277,0.4746701286825942,0.36077134478222606
virchow2_prism:msk_dist_p99,max,__overall__,all,214,47,0.639826729519684,0.34756378982229574,0.24538839048805428,0.4464719692568579,0.5511724400393506
virchow2_prism:msk_dist_p99,max,LASUTH,all,10,3,0.8571428571428571,0.8333333333333333,0.14845869842400106,0.2939375245145389,0.5304544270038605
virchow2_prism:msk_dist_p99,max,LUTH,all,19,3,0.8541666666666666,0.7666666666666666,0.15297304521799174,0.3029819563962519,0.7065624743700027
virchow2_prism:msk_dist_p99,max,OAUTHC,all,81,17,0.4264705882352941,0.21345610143890303,0.3437533761342627,0.5423262381227687,0.48836804137510414
virchow2_prism:msk_dist_p99,max,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22235528783064407,0.30665898447235423,0.5115879476070404
virchow2_prism:msk_dist_p99,max,retrospective_msk,all,94,20,0.8243243243243242,0.6535859562191324,0.19206876995617062,0.42036096953056956,0.5922722741961479
virchow2_prism:msk_dist_p99,max,__overall__,1,72,18,0.6522633744855967,0.44688855627849366,0.21022087624388408,0.3530924371271222,0.4905731951196988
virchow2_prism:msk_dist_p99,max,__overall__,2-3,109,25,0.7338095238095239,0.48421563864591066,0.21004274540720044,0.42980476796981837,0.5683041965961456
virchow2_prism:msk_dist_p99,max,__overall__,4-6,15,2,0.9615384615384616,0.8333333333333333,0.25643707655012205,0.5211748687120584,0.7550570070743561
virchow2_prism:msk_dist_p99,max,__overall__,7+,18,2,0.375,0.14215686274509803,0.5908887265137378,0.7884345911443233,0.6785341203212738
virchow2_prism:msk_dist_p99,max,OAUTHC,1,30,9,0.4814814814814815,0.3003127682049251,0.2686471289801313,0.3987067061520758,0.3682508303059472
virchow2_prism:msk_dist_p99,max,OAUTHC,2-3,22,4,0.5555555555555556,0.4119047619047619,0.27027820686319864,0.474549381269349,0.5302042439579964
virchow2_prism:msk_dist_p99,max,OAUTHC,4-6,11,2,0.9444444444444444,0.8333333333333333,0.2911356335666989,0.5754662321673499,0.7550570070743561
virchow2_prism:msk_dist_p99,max,OAUTHC,7+,18,2,0.375,0.14215686274509803,0.5908887265137378,0.7884345911443233,0.6785341203212738
